9
5
598 303
721 317
857 333
1008 351
1176 370
5
595 501
716 525
850 552
997 581
1160 613
5
594 691
713 724
843 760
986 799
1144 842
5
592 873
709 913
837 957
976 1005
1130 1058
5
591 1048
704 1096
829 1147
966 1203
1116 1265
5
590 1218
701 1271
823 1329
956 1393
1102 1464
5
588 1381
697 1441
816 1506
946 1577
1088 1656
7
598 303
595 501
594 691
592 873
591 1048
590 1218
588 1381
7
1176 370
1160 613
1144 842
1130 1058
1116 1265
1102 1464
1088 1656

