9
4
1514 399
1640 404
1749 408
1846 412
4
1488 637
1613 627
1721 617
1817 609
4
1464 862
1586 837
1694 816
1790 796
4
1441 1075
1562 1038
1669 1004
1764 975
4
1420 1277
1540 1229
1645 1185
1740 1147
4
1400 1474
1518 1413
1623 1360
1717 1314
4
1381 1662
1497 1592
1602 1530
1695 1474
7
1514 399
1488 637
1464 862
1441 1075
1420 1277
1400 1474
1381 1662
7
1846 412
1817 609
1790 796
1764 975
1740 1147
1717 1314
1695 1474

