3872
2592
2594.65	592.13
1055.19	630.22
2484.55	644.56
1240.83	665.69
2365.8	700.74
1436.64	703.19
1643.11	742.78
2236.21	761.97
1860.94	784.59
2583.15	820.95
1070.3	864.41
2474.55	880.71
1253.48	905.33
2357.7	945.32
1445.92	948.14
1648.75	993.56
2230.37	1015.27
1862.44	1041.07
2572.19	1040.43
1085.94	1089.66
2464.7	1108.46
1266.16	1135.16
2349.55	1180.21
1455.57	1183.37
1654.89	1233.66
2224.7	1257.79
2561.23	1253.05
1864.49	1286.81
1101.14	1306.88
2455.4	1326.41
1278.45	1356.64
2342.02	1405.15
1465.09	1409.08
1660.99	1464.16
2551.06	1457.1
2218.99	1489.69
1116.58	1515.87
1866.81	1522.07
2446.73	1536.61
1290.59	1570.15
2334.41	1622.5
1474.22	1627.14
2541.02	1656.76
1667.07	1686.17
2214.02	1713.99
1132.2	1718.66
1869.09	1748.47
2437.47	1741.7
1304.09	1776.66
2327.52	1832.22
1484.49	1837.01
2530.92	1849.27
1673.7	1900.26
1146.63	1915.66
2209.03	1930.14
2429.13	1939.36
1871.45	1966.58
1316.46	1976.54
2320.67	2035.35
1494.01	2040.36
1679.84	2107.17
2204.65	2138.5
1873.76	2177.21
