3872
2592
892.89	457.16
2715.88	467.9
1082.76	483.41
2565.58	499.21
1287.44	511.92
2400.99	533.52
1509.27	542.91
2218.4	571.24
1749.19	576.67
908.02	738.41
2700.96	749.33
1095.6	774.95
2552.65	792.97
1297.21	814.01
2390.53	840.71
1515.13	856.28
2210.68	893.64
1750.88	902.2
923.84	1009.87
2686.13	1020.45
1108.73	1055.12
2539.76	1075.57
1307.53	1104.28
2379.82	1135.83
1521.79	1156.87
2203.23	1202.16
1753.21	1213.81
939.55	1271.81
2671.86	1281.51
1121.85	1325.33
2527.29	1347.23
1317.87	1383.21
2369.67	1419.15
1528.67	1445.41
2196.12	1497.7
1756.05	1512.42
955.87	1524.31
2658.12	1533.8
1134.78	1586.36
2515.2	1609.5
1327.94	1652.55
2359.95	1691.72
1535.8	1723.17
972.33	1769.66
2189.67	1781.71
2644.29	1778.62
1758.77	1799.08
1149.5	1838.42
2503.27	1863.06
1339.53	1911.71
2350.56	1954.49
1543.48	1990.64
988.04	2007.33
2630.66	2015.5
2183.32	2055.23
1761.76	2074.72
1163.24	2082.52
2491.79	2108.41
1350.51	2162.95
2341.16	2208.76
1550.94	2248.7
2177.49	2318.36
1764.79	2340.67
