701.56	294.2
817.07	309.77
945.88	327.65
1090.73	347.63
1254.1	370.37
1605.33	397.42
1745.79	398.66
1868.15	400.25
1976.83	401.31
698.48	493.41
812.14	520.02
937.87	549.53
1078.2	582.54
1944.3	605.77
1235.58	619.02
1836.06	617.04
1714.4	629.84
1575.75	644.27
697.42	683.67
808.37	719.48
930.99	759.02
1066.78	802.63
1912.97	800.33
1805.11	822.49
1218.65	851.37
1684.75	847.05
695.97	865.06
1548.49	875.12
804.48	908.61
924.01	956.81
1883.44	985.19
1055.9	1010.33
1776.5	1016.79
695.08	1038.47
1657.42	1052.59
1203.29	1070.19
1523.43	1092.25
799.85	1089.65
916.2	1146.14
1856.06	1161.81
1749.98	1202.43
1045.43	1208.39
693.54	1205.66
1632.36	1247.7
796.81	1263.52
1188.59	1277.95
1500.66	1298.64
910.27	1327.22
1829.82	1332.15
691.62	1367.11
1724.97	1380.65
1035.53	1398.2
792.57	1431.36
1608.89	1435.29
1174.35	1477.32
1478.96	1496.94
1804.59	1495.29
903.5	1502.44
1700.98	1552.49
1025.8	1581.41
1586.27	1615.52
1160.55	1669.22
1458.29	1686.78
